P,num_trading_agents_BM
0.01,11
P,num_trading_agents_BM
0.02,22
0.03,34
0.05,59
0.04,44
0.06,68
0.07,78
0.08,91
0.1,109
0.09,104
0.11,119
0.12,129
0.13,146
0.14,151
0.15,164
0.16,175
0.17,183
0.18,198
0.19,204
0.2,215
0.21,222
0.22,232
0.23,246
0.24,248
0.25,260
0.26,266
0.27,278
0.28,287
0.29,290
0.3,299
0.31,303
0.32,309
0.33,321
0.34,328
0.35,321
0.36,337
0.38,341
0.37,332
0.39,351
0.4,350
0.41,357
0.42,360
0.43,368
0.44,368
0.45,371
0.47,368
0.46,361
0.48,356
0.49,358
0.51,378
0.5,356
0.52,369
0.53,370
0.54,352
0.56,354
0.59,353
0.6,346
0.58,351
0.57,343
0.55,360
0.62,331
0.61,349
0.63,337
0.64,322
0.65,318
0.67,309
0.66,318
0.7,284
0.69,295
0.68,301
0.01,13
0.73,261
0.75,255
0.74,254
0.97,39
0.71,282
0.04,45
0.92,100
0.94,69
0.02,23
0.77,243
0.81,200
0.99,14
0.03,35
0.98,25
0.79,227
0.96,48
0.86,152
0.8,208
0.05,58
0.87,146
0.88,139
0.78,238
0.72,262
0.06,71
0.76,244
0.89,125
0.82,188
0.95,60
0.83,181
0.07,74
0.93,88
0.08,92
0.1,108
0.91,106
0.85,168
0.9,116
0.11,118
0.84,174
0.09,97
0.14,155
0.15,155
0.13,145
0.16,174
0.12,129
0.17,179
0.18,188
0.2,218
0.22,237
0.23,243
0.19,200
0.21,221
0.24,254
0.25,267
0.26,264
0.27,273
0.28,285
0.29,296
0.3,301
0.32,306
0.31,295
0.33,324
0.38,347
0.37,335
0.39,343
0.42,362
0.41,361
0.49,366
0.4,355
0.44,378
0.48,362
0.47,369
0.45,368
0.56,354
0.46,379
0.54,356
0.35,333
0.52,360
0.53,370
0.61,343
0.01,12
0.36,338
0.55,365
0.99,13
0.63,329
0.03,33
0.62,331
0.57,356
0.05,56
0.06,68
0.04,49
0.51,365
0.34,326
0.02,22
0.71,277
0.96,49
0.98,23
0.77,242
0.09,99
0.1,109
0.75,254
0.92,95
0.76,247
0.69,286
0.12,130
0.97,38
0.07,76
0.78,232
0.91,111
0.94,70
0.73,262
0.86,165
0.11,115
0.83,179
0.08,90
0.95,62
0.43,370
0.84,172
0.5,373
0.93,88
0.67,302
0.89,131
0.9,112
0.6,343
0.68,307
0.59,343
0.58,345
0.14,151
0.13,145
0.82,197
0.81,205
0.85,164
0.18,188
0.19,202
0.15,166
0.72,271
0.88,139
0.65,320
0.16,172
0.17,183
0.22,234
0.2,210
0.24,244
0.87,151
0.23,245
0.7,284
0.79,224
0.66,312
0.28,289
0.21,227
0.25,259
0.74,265
0.27,280
0.8,215
0.64,324
0.3,296
0.26,266
0.32,311
0.31,306
0.33,321
0.29,296
0.36,335
0.37,332
0.35,326
0.38,337
0.39,353
0.53,364
0.48,369
0.4,362
0.41,354
0.42,365
0.43,375
0.57,356
0.61,344
0.45,360
0.46,368
0.34,326
0.47,356
0.65,314
0.96,48
0.93,83
0.01,11
0.98,23
0.44,369
0.99,17
0.02,24
0.03,32
0.94,71
0.5,368
0.05,55
