P,TV0
0.01,606.3731834716823
0.0,0.0
0.03,2395.2678769889726
0.02,1587.117299025361
0.04,3134.8512271087197
0.11,8575.194819018001
0.08,6137.516150992307
0.13,10003.103674242531
0.19,14773.9896078065
0.2,15435.981642734758
0.1,7746.285555699006
0.44,35063.004453132446
0.22,17333.974984705295
0.38,30421.99354104456
0.09,7046.418025091258
0.15,11572.178752607233
0.07,5484.831378932217
0.05,3921.3856867188097
0.16,12490.625540723866
0.18,14032.613754950879
0.12,9233.931072194107
0.53,41849.97895112378
0.23,18131.39982366796
0.27,21430.499883092387
0.24,18829.49905370921
0.46,36714.64229045523
0.58,45782.91261550455
0.29,23001.15400383802
0.31,24628.56607337194
0.26,20617.40083429917
0.33,26159.703728217075
0.4,31829.533450538445
0.45,35710.77804340569
0.32,25232.65936801288
0.37,29559.918894846385
0.28,22304.24424082286
0.5,39791.108925707376
0.43,34086.98725289441
0.51,40614.228297535774
0.54,42679.395219796796
0.42,33205.68759937752
0.35,27715.227075886924
0.59,46560.63583288104
0.21,16449.10315189841
0.36,28741.342094307125
0.61,48112.57768794459
0.6,47225.62118399007
0.8,62655.096038941745
0.79,61788.80259188404
0.14,10799.253111868358
0.81,63467.688879270914
0.86,67294.6149281529
0.89,69666.21639345685
0.77,60352.959177191966
0.93,72651.08286604812
0.62,48735.47705273872
0.25,19882.51866643398
0.94,73339.94920776098
0.83,65017.40078019897
0.82,64154.45679156162
0.9,70274.60842422521
0.84,65792.43291284368
0.87,67973.49992715364
0.98,76493.52901675097
0.96,74789.74993636139
0.85,66455.34414660887
1.0,78060.91437618175
0.17,13120.935417478066
0.65,51175.15581207855
0.66,52059.744561960666
0.57,44998.05782230408
0.67,52841.1981420484
0.68,53553.33476581848
0.63,49690.78025706479
0.91,71181.40518983478
0.69,54367.63797736441
0.74,58084.413148131265
0.75,58867.604039891085
0.64,50505.349590228754
0.76,59484.73697630214
0.49,39057.694248702406
0.55,43532.4901266149
0.52,41285.22554628893
0.88,68832.34618622909
0.97,75613.21808898119
0.72,56527.77041215687
0.71,55780.55576081542
0.73,57265.237574785904
0.41,32319.36326288255
0.3,23835.330390079474
0.95,74151.32933345392
0.99,77230.99516692475
0.92,72006.53888897732
0.39,30990.59826813937
0.06,4745.334695536274
0.47,37343.92483550458
0.78,61043.22192425862
0.34,27082.07804228645
0.7,54999.48741194701
0.56,44300.630761686734
0.48,38199.371957187446
