Central Planning Mean,Smart Market Mean ,Bilateral Market Mean
-3.814088430752119e-06,0.0,0.0
1062.8095784745028,467.7469417447594,242.17311717323463
2049.514860720823,691.9752910634775,420.73563927303695
3293.6019127397126,1308.6081644932187,618.2348223373845
4161.6101458340145,1602.087562617885,762.8996992807974
5056.522849414758,1824.2572405002497,899.1832377539628
5730.8681039685525,2046.232235094526,946.4518792383185
6614.710915423249,2376.410028152126,1096.323496167554
7416.84320046297,2772.559449010846,1263.6919148023037
8301.440118129234,3054.896229411269,1434.663784415041
8991.817268332485,3211.340938979134,1554.1553686879097
9511.016938084565,3321.931607766721,1705.044625938187
10246.900522518428,3760.9970377050668,1838.4169933432565
10810.970545749915,3931.6144550120753,2061.858229328506
11537.960544698015,4236.354552872728,2162.2952839892205
12185.816062980268,4429.825208941129,2367.750103614978
12691.767373636696,4635.672350383062,2470.205428755931
13230.126381679354,4939.979528471504,2566.954376646145
13695.479049486497,5125.81662894675,2700.109295191036
14063.316993485885,5306.579440058773,2731.6814595183155
14444.573860473367,5535.49364515458,2791.37348989257
14885.930754671659,5678.039268338955,2931.8995120179043
15376.888452604533,5905.119976283975,3131.3758360816773
15768.665408234257,5744.01958962471,3192.6673617948054
16232.493403157987,6346.443170240465,3284.701148101609
16468.65387584193,6423.775874263916,3342.409412313407
16968.66304068692,6712.662406123622,3493.782886964639
17337.38812318181,6608.128203234133,3631.3683402049446
17727.204166387222,6813.285052606057,3715.0334044471565
17988.862092086165,6905.417639650372,3768.032359320257
18357.661447285187,7288.801975055561,3919.8133643494198
18582.28369238716,7164.787997816831,3958.4817957448563
18873.342425107807,7359.912637341877,4086.301161346244
19145.879488230974,7404.567296603389,4165.474865320605
19374.669064504742,7603.860595385231,4234.720548062408
19543.65892993159,7705.653461579528,4301.752894664827
19650.541497197642,7606.681785804874,4306.4384990245635
19673.419643419475,7816.732570692431,4336.973577699201
19723.84188758469,7670.821878688184,4402.02223258781
20049.231014816374,7779.364802999426,4459.732467223367
20291.839044039283,7841.987203365636,4627.203006494752
20320.938409389753,7942.57984181014,4492.518792857374
20471.135192384823,7921.628589582586,4639.4539456698985
20560.741606525502,7857.185549977963,4698.16999690194
20638.225809206717,8052.244281880485,4719.509169073835
20674.875814739222,8125.448154080092,4786.9718375263
20808.534353678915,8247.41252478215,4847.458347484354
20880.453025009563,8449.3566543501,4933.5878867683605
20962.629119741883,8467.840843322803,5020.5594075137205
20911.818292458192,8428.986958248672,4992.443085335968
20845.431019974676,8370.895386263073,4900.609022327878
20826.084987452592,8463.994687205188,4918.533017195703
20958.82318614962,8709.5402587664,5093.218451550831
20973.181078405454,8626.568182426709,5073.902864419413
20822.363018089847,8565.522123731615,5029.261471259017
20712.76761963848,8633.14981850407,4893.202846449462
20662.64840430524,8651.680233381172,4855.122246693203
20593.43941008712,8622.340109355799,4898.203412022162
20557.82837840803,8558.640043114465,4914.499095014788
20396.541406755765,8459.764704795889,4909.6600310149215
20110.333827153077,8252.84827929105,4821.9341545331135
19855.483968931516,8135.297873503194,4756.9266239883345
19652.834541456694,8046.99618005599,4614.734371708794
19522.55493319369,8042.227881676197,4595.089333995388
19382.384925673225,8000.846296980511,4566.521407261275
19136.997886454905,8013.190956221391,4478.643717623543
18834.435336303137,7785.431964184667,4328.227760846909
18584.694197758774,7657.4549284799505,4243.714931050861
18370.584036831377,7707.698033342036,4126.955643799907
18047.930539642934,7521.922540857107,4033.223918871982
17674.419157059674,7414.968504035518,3943.7523871207673
17451.89418427036,7312.363797979167,3949.5717871966895
17211.277066515202,7250.64471440456,3894.1986232662784
16810.048811904133,6966.652854054839,3769.400161618706
16396.95796822105,6783.008101257816,3648.486321520903
15977.794246016734,6656.406715891768,3566.278488888885
15655.414447484152,6522.257583164501,3541.652401417281
15233.616026796117,6379.010413008989,3537.2378671188385
14771.507551192679,6139.274157951877,3372.1780757300276
14318.024680513809,5926.596932279797,3220.083072515705
13735.33075435339,5767.468606243827,3112.8270897086477
13339.621854354424,5560.766009085375,3036.9315492575734
12677.288435558781,5231.711930107544,2766.1800097289333
11859.508782935,4888.016163989945,2581.82403862383
11343.00184314919,4656.2128949521575,2425.033497722896
10963.463644633932,4492.660723440858,2283.77204163107
10333.330300544381,4250.512978073413,2193.111564560569
9738.458459448464,4010.5716213801497,2104.1691739237226
9067.73581560137,3761.8185305998777,1945.2915928463208
8616.38473064798,3668.9799391611596,1934.9244739315195
7999.642582541571,3381.9898415945645,1738.8501371291145
7303.4080876794615,3096.9818942507263,1641.7247642775847
6656.841399667653,2919.4084349986515,1578.2797567509592
5958.872019190523,2598.0080661831307,1373.6818170643098
5193.776956467808,2250.041184874586,1182.0492643746616
4308.981932107756,1824.7910416105588,976.1803597728021
3427.3721807523025,1458.8496255735372,785.1324361868762
2693.2528705900563,1172.9042896283063,632.9261551244423
1729.5295964823383,766.2586101920606,412.92957892931355
966.9590241951371,390.1685040659504,257.31916243739033
-9.618817031764593e-07,0.0,0.0
