Bilateral Market Min,Bilateral Market Max
0.0,0.0
96.24520184679295,447.07223728214535
196.36946904761135,601.9110463410957
380.95575692763305,889.6506729440334
534.0119246698027,1068.2635174489697
621.3045031972997,1213.674558206818
759.4266921086974,1314.731274571378
883.8907429362262,1529.6048081443014
972.9202728320906,1858.65388810684
1139.595854080906,1850.1462217190474
1296.57030498534,2109.89752327494
1410.7314574389584,2222.16606555237
1534.2475007265584,2372.7252059496695
1517.0088191930608,2402.599676875054
1701.1600322377344,2455.4908769298345
1792.5102973954272,2532.8410226524284
1887.7716746299575,2769.0437376837654
1975.76886028445,2881.008274574295
1853.9948879323492,2901.3926978350864
2223.0379218927883,3235.3121622755607
2298.4777198063784,3084.810904380851
2261.361084832384,3233.32164124868
2360.150641994587,3462.6161335421566
2521.813815299618,3681.3813045452953
2793.3788528292425,3757.626367321711
2841.04943542038,3998.3016802551247
2852.889816320727,3938.0218994070965
3052.4284374497256,4225.55661091099
3232.147484627658,4181.176831129611
3376.9730840071898,4495.8292916858445
3412.6028988727085,4408.756944357636
3436.201248580568,4573.530055677802
3338.732075284399,4544.127313944919
3714.1906374897044,4724.966292220659
3568.42563236921,4870.8712682349615
3831.082702137941,5201.724457816599
3808.687884712326,4956.290991967737
3922.9908330071157,5066.869125793532
4044.761177111668,5250.733969789082
4279.846013484403,5366.987838260629
4065.3728562148754,5315.137534036963
4143.337498812973,5336.802510730042
4129.171241088268,5294.848385345904
4123.513368332788,5555.915469402316
4268.852242490568,5434.00994666278
4150.439428216421,5436.626145854942
4310.700062828721,5273.619393082467
4166.181182917026,5286.506929535419
4202.004334231082,5355.549347979584
4073.911964129278,5372.7367674208945
4033.2802224112093,5376.02727406114
4278.1940210430985,5480.728890392005
4180.67525506713,5379.846507584407
4423.483334542958,5407.337149640873
3971.9407508726654,5412.60063524096
4269.372851476503,5400.319709068361
4320.280590402341,5449.963955900843
4124.899452401209,5121.02011224263
4158.517421202523,5219.893557217591
3933.0500455550573,5057.032329435511
4074.7320377397555,5202.059995721327
4078.693029595888,5173.96477119677
3922.8023090636852,5062.969155145751
3931.6343695519754,5066.800000065261
3863.670250515257,4855.898637647639
3870.3678078892262,4952.7799057406955
3549.269232300816,4933.898507715028
3731.4187370771106,4619.529769152388
3616.87078372587,4844.639614548112
3592.3669199140277,4836.225647208848
3586.8455975802863,5005.707935336228
3474.865773688449,4626.969402557297
3399.0061691079245,4660.195401613055
3329.8993869966507,4572.24638804984
3453.3219109111596,4261.672637832176
3262.640539730528,4201.27677334426
3179.5904367186304,4290.998449321298
3088.363815596902,3950.1455546272045
2984.874153828132,3867.2515339427773
2779.1309783283796,3888.341725819526
2719.6185529016802,3728.5481890683586
2534.729377969241,3252.063906308249
2331.1207481622114,3140.4823009054235
2102.701260608039,2884.0317980695545
2093.034767773366,2654.1590592496796
1838.5797018297453,2465.836343514151
1741.5981124740792,2441.8067967938987
1664.7910735674523,2436.6699368380505
1537.9332368061296,2148.4136487176293
1406.3976207040105,2121.1653694333218
1322.2391148085007,1874.274962799871
1223.4092514654767,1848.6286935950193
1058.4928846538096,1656.7943672982365
803.4660281739198,1409.9143326535268
701.3126493773161,1229.9180066434783
596.0454853357805,1059.9139508025837
495.3311523142911,841.2869061893143
364.40546180904494,707.7520446652488
200.41101727206842,432.2768757691083
57.46698765020119,227.91969431564212
0.0,0.0
