Bilateral Market Min,Bilateral Market Max
0.0,0.0
227.77223574707375,242.42033535568044
325.8078076054592,372.3061256124065
373.6282119136604,494.1410636434948
480.1467968597349,687.3561322542064
587.9030381625121,789.6994563801777
672.4319829913929,864.4903255019635
843.5878946710718,1062.048746866174
881.1612033142628,1077.0722178861097
972.2701583529697,1252.4338040138673
1231.4638797053758,1501.5465686929529
1344.8689639377571,1725.0678942366976
1360.6284446734971,1745.983689201821
1545.1993804952363,1950.6192692396544
1517.703888345146,1935.5145844296003
1632.917876630545,1968.3187444459254
1663.6140864572626,2034.2100291679235
1743.7000274032143,2047.4267100669458
1823.6363562020688,2142.6982599812127
2027.0680015057587,2356.691901016551
2042.7228124536978,2423.7824299470212
2082.501596756507,2413.859085445476
2160.25705613034,2538.3784930806287
2124.07428030132,2538.5500876011574
2190.5725157083034,2622.142597899572
2358.3433411240694,2776.6094411763843
2379.96380613379,2798.0561287730598
2424.1692380726417,2925.4507762023204
2393.515100146902,2819.904373052508
2410.2673808753134,2819.742076243023
2419.2694338281835,2871.5025047948147
2498.743916603875,3011.5258224165627
2474.395651494633,2998.5271952396142
2530.2337392272166,3088.436945274385
2590.1418550580092,3049.752930109473
2587.910475193814,3018.876011918037
2661.299975026901,3185.2204406545825
2776.9097245734956,3156.680067636673
2851.549184849646,3248.306179078849
2868.8752158118223,3298.9063440238024
3000.74962244348,3314.723989172686
2943.785199058817,3344.4910352733787
2812.178638909347,3227.9422151129256
2810.8785466014015,3263.340338512193
2761.0778309177986,3284.5020012713067
2831.0370272270884,3157.217493476972
2651.8452784855326,3074.4945280491957
2894.775108010246,3318.3214698272277
2907.467930316954,3331.518130683966
2932.3384275855424,3323.0563492600777
2941.4723115967136,3362.2849639833657
2872.919127073743,3357.440251737389
2862.426244398979,3227.4531616333697
2859.9778023379477,3249.2265870166448
2848.072924782384,3190.741589400437
2582.5717454508194,3050.0463548199696
2675.5954130428217,3083.7704520644475
2599.184222644726,3060.3164375148554
2665.7533851597036,3047.06893246212
2512.2368767658263,2912.678214683321
2459.5060470526514,2877.902601098758
2568.6127159625903,2971.475906828229
2581.0838080117683,3004.321845426828
2611.2969573750815,3009.910069327423
2347.1837316870806,2830.210491170197
2343.660870359381,2792.8434437128017
2249.492934185546,2597.1879022290304
2242.313876605047,2664.5931148863747
2280.2383988501533,2603.568105313163
2207.2125775693057,2563.9274171720754
2246.638909443289,2628.7991551303057
2220.9449492376734,2613.1479402875702
2190.7455089044597,2591.7789700943977
2068.693146945334,2439.7223049425884
1973.6064878578036,2398.0313866060096
2073.666070073843,2427.499494845062
1809.9120308024503,2337.390849166106
1778.6833769535078,2165.0153806635644
1807.1911165565834,2348.5329136835935
1803.872889517159,2194.563377179198
1741.8167728855406,2033.6686142586914
1711.0657523234404,2059.870696339887
1571.106155678528,1930.8910054675653
1510.750880444015,1842.4175353815226
1425.1788855105406,1717.349899837296
1389.6405674265407,1676.6357162075
1387.3406856137153,1720.5039769966825
1281.5302798253833,1590.4365935472306
1199.4076422381768,1512.406875065586
1175.1753749374475,1446.2276431937498
942.1678805713746,1324.9355214933457
851.0039439614338,1170.7213056668843
729.3168414428364,1049.3537980524707
690.2769425079605,1046.0598359795113
687.064784920236,903.2970489307918
595.0766192566516,809.7868729244656
496.52026948043203,688.0508078025741
278.7103978626401,411.7922859810642
241.18522719320026,254.21426035976037
90.15523047558963,90.45495656006096
0.0,0.0
