P,num_trading_agents_BM
0.01,6
0.02,14
0.03,19
0.04,22
0.05,26
0.06,29
0.07,37
0.08,40
0.09,41
0.1,47
0.11,54
0.12,53
0.13,58
0.14,64
0.15,66
0.16,67
0.17,69
0.19,83
0.18,76
0.2,84
0.21,85
0.22,92
0.24,95
0.23,93
0.26,106
0.25,104
0.27,110
0.28,109
0.29,115
0.3,113
0.32,119
0.31,117
0.34,122
0.33,119
0.35,120
0.36,124
0.37,123
0.38,124
0.41,133
0.39,127
0.4,130
0.42,123
0.45,124
0.44,128
0.46,120
0.43,127
0.48,117
0.53,118
0.99,4
0.55,113
0.56,120
0.49,120
0.51,124
0.6,114
0.52,120
0.02,15
0.57,118
0.64,102
0.47,124
0.01,6
0.66,102
0.96,21
0.97,15
0.98,11
0.76,85
0.95,26
0.78,88
0.82,77
0.59,112
0.67,98
0.8,78
0.61,110
0.93,34
0.69,96
0.73,88
0.62,108
0.68,96
0.05,25
0.08,41
0.71,94
0.94,29
0.81,73
0.07,36
0.7,90
0.03,20
0.88,55
0.04,23
0.92,36
0.11,55
0.09,42
0.54,122
0.84,68
0.91,45
0.89,51
0.85,65
0.06,29
0.86,61
0.12,52
0.13,61
0.79,83
0.87,54
0.14,63
0.72,95
0.9,44
0.77,85
0.15,67
0.65,100
0.58,113
0.16,68
0.5,119
0.18,76
0.74,89
0.75,95
0.1,48
0.2,82
0.83,73
0.63,111
0.26,106
0.29,111
0.34,120
0.31,113
0.35,120
0.27,109
0.28,106
0.43,126
0.45,123
0.24,91
0.17,71
0.39,126
0.19,81
0.32,117
0.49,126
0.23,91
0.51,123
0.42,125
0.41,126
0.22,91
0.71,92
0.58,114
0.21,84
0.57,120
0.62,108
0.56,121
0.75,92
0.4,130
0.69,95
0.25,103
0.33,121
0.96,20
0.01,6
0.99,4
0.3,112
0.95,25
0.03,18
0.37,123
0.77,83
0.8,79
0.61,109
0.97,16
0.5,126
0.82,78
0.92,36
0.7,95
0.83,72
0.98,10
0.85,65
0.02,15
0.73,89
0.04,23
0.93,35
0.68,100
0.84,69
0.59,110
0.36,124
0.89,47
0.72,97
0.06,29
0.9,45
0.91,42
0.05,26
0.47,123
0.08,41
0.94,29
0.81,77
0.44,130
0.64,105
0.46,119
0.07,37
0.1,48
0.65,105
0.88,54
0.09,42
0.6,109
0.38,125
0.48,123
0.66,98
0.87,56
0.76,87
0.11,52
0.53,121
0.78,89
0.86,60
0.13,58
0.63,114
0.54,119
0.52,119
0.15,66
0.74,87
0.17,71
0.67,97
0.16,67
0.18,76
0.79,85
0.19,82
0.23,93
0.55,120
0.21,83
0.26,105
0.25,101
0.12,53
0.27,110
0.14,63
0.28,109
0.33,121
0.35,120
0.31,115
0.22,90
0.43,126
0.34,122
0.44,127
0.46,122
0.49,123
0.32,118
0.2,82
0.48,123
0.63,110
0.68,97
0.24,93
0.54,121
0.56,119
0.71,93
0.36,125
0.75,93
0.83,73
0.52,123
0.91,41
0.7,95
0.99,4
0.01,6
0.88,51
0.9,45
0.98,11
0.41,131
0.82,74
0.84,70
0.97,14
0.96,21
0.95,24
0.85,67
0.72,94
0.93,32
0.51,125
0.29,111
0.78,87
0.03,20
0.81,81
0.89,50
0.92,34
0.87,56
0.02,14
0.94,28
0.37,122
0.05,26
0.07,37
0.3,110
0.39,127
0.57,120
0.06,29
0.04,22
0.62,110
0.09,41
0.1,47
0.8,81
0.58,114
0.08,41
0.38,132
0.6,109
0.5,121
0.55,123
0.76,87
0.86,60
0.65,103
0.4,129
0.73,88
0.74,87
0.45,127
0.11,53
0.15,67
0.42,123
0.53,120
0.16,67
0.14,64
0.59,113
0.79,85
0.61,106
0.64,106
0.18,76
0.19,84
0.47,122
0.13,61
0.77,86
0.66,100
0.21,86
0.67,93
0.69,92
0.24,93
0.25,102
0.29,114
0.12,54
0.27,108
0.33,119
0.35,119
0.34,124
0.28,107
0.32,119
0.37,125
0.36,120
0.17,70
0.2,84
0.22,92
0.45,125
0.43,128
0.39,127
0.23,92
0.44,128
0.26,107
0.51,126
0.5,128
0.49,123
0.98,11
0.57,122
0.54,121
0.01,6
0.48,122
0.4,132
0.69,96
0.96,20
0.92,35
0.6,112
0.8,83
0.84,70
0.75,89
0.71,91
0.94,29
0.53,120
0.97,16
0.03,20
0.83,73
0.99,4
0.02,15
0.3,111
0.04,24
0.9,44
0.31,115
0.81,76
0.93,32
0.68,101
0.85,64
0.89,47
0.72,97
0.86,61
0.05,25
0.95,25
0.87,55
0.62,107
0.38,125
0.56,121
0.91,43
0.88,53
0.47,123
0.06,29
0.82,76
0.61,109
0.64,101
0.09,43
0.67,91
0.1,48
0.13,60
0.42,124
0.12,53
0.41,133
0.07,38
0.14,63
0.08,40
0.17,69
0.11,54
0.19,82
0.2,83
0.79,83
0.18,76
0.15,65
0.77,83
0.46,119
0.74,86
0.55,119
0.52,122
0.73,90
0.22,89
0.7,90
0.65,105
0.66,97
0.58,113
0.24,94
0.78,86
0.63,110
0.59,112
0.76,87
0.29,113
0.25,102
0.31,110
0.33,120
0.28,109
0.16,68
0.41,130
0.36,126
0.35,120
0.3,111
0.32,119
0.43,126
0.42,124
0.21,86
0.39,125
0.45,126
0.47,126
0.48,118
0.38,128
0.23,93
0.99,4
0.5,124
0.53,122
0.6,113
0.82,75
0.49,122
0.96,22
0.26,106
0.58,115
0.94,27
0.92,33
0.98,11
0.84,72
0.02,15
0.91,43
0.97,15
0.59,114
0.64,103
0.03,19
0.01,6
0.85,64
0.27,110
0.8,80
0.95,25
0.78,83
0.37,124
0.75,96
0.88,53
0.86,59
0.65,103
0.93,34
0.89,47
0.87,57
0.06,29
0.83,73
0.09,41
0.05,25
0.9,44
0.07,35
0.4,131
0.79,85
0.66,99
0.04,23
0.44,127
0.55,119
0.1,47
0.7,92
0.46,121
0.71,96
0.12,55
0.34,119
0.69,98
0.63,115
0.76,89
0.73,88
0.51,124
0.54,122
0.56,122
0.13,58
0.61,110
0.68,96
0.15,65
0.77,85
0.52,123
0.08,39
0.74,91
0.14,64
0.81,79
0.16,68
0.21,84
0.62,109
0.72,94
0.11,53
0.24,92
0.57,118
0.67,98
0.28,110
0.27,108
0.25,103
0.32,118
0.34,122
0.36,126
0.18,76
0.19,83
0.17,69
0.4,135
0.43,124
0.37,120
0.42,124
0.31,114
0.44,127
0.2,82
0.47,120
0.49,121
0.22,90
