Bilateral Market Min,Bilateral Market Max
0.0,0.0
0.0,0.0
3.0332825311210883,75.91391647304337
3.0332825311210883,75.91391647304337
11.741187584164976,187.5555305949615
51.52723260613425,307.542131106616
103.42100323303208,401.0619856509125
123.74572236692023,386.1274067208888
109.97574966251756,389.8000156077372
142.8670467189803,440.7169098753037
162.294184495129,422.37946330702823
141.08910832438403,474.1768020684458
171.1875061486844,517.7634631761473
207.06861840379247,562.5668635596815
181.94122925593672,615.9144016114933
230.75144738087215,618.5574853555654
216.59919469526176,536.7469698684015
256.5554575905794,542.2602526551079
292.3475034734165,605.859146771041
280.9032958566552,647.7701133976489
293.954317418968,656.2855653120432
306.0466638227622,645.8081939362116
325.7286209584979,641.9107088961771
321.2751953061663,604.1440576122711
364.4651896839671,724.3299529540227
323.3737626534612,704.4366860794084
342.05030130172827,696.0425717152425
347.1469629802373,669.1975515360045
366.8552872665837,679.0288906338392
382.15542880153725,738.6240782154132
394.64457938182386,736.411550403981
419.90682974927904,771.9143360464745
364.4357664243357,687.0889117698553
414.5459354712316,703.9717008060115
350.7713788227943,752.7262765296891
401.9921682126387,765.2064257487154
395.85017474970846,752.993669525722
400.24208851995627,734.1391943419821
442.72137540958647,788.4753932582967
445.30269946983344,808.5103246357535
425.73037154166786,798.0878924561343
444.48571753880196,783.2779251234033
387.15089092599874,742.7220722235256
382.5978823907735,830.959889512033
386.14156875879735,752.9283521797856
391.96813016449005,843.4518869668022
386.23925680378534,823.5746349473588
474.2304327928041,739.2208495531763
442.9771619225262,738.8969483179376
434.45756442343736,765.591475167716
446.4705812423508,738.1937189426544
417.20306595213424,729.5699973795754
406.84192069523897,736.804014767868
374.51085207857113,675.5304967080751
413.7968295014289,703.8458613272433
420.5899605612485,738.5950647835771
367.93915096964247,713.442351845074
405.31002006699055,655.0147158214659
367.6924117863191,689.4808454637714
391.35137866000605,691.8757601899661
386.85697777994574,714.384618127011
367.963091736724,694.2499954035484
402.7175016179208,652.4891620939616
356.6500104302286,647.6156222229529
262.64769532789524,639.2946138767193
369.7612721298274,631.6987988434421
376.69209573381613,637.7629569101437
335.7299606536253,617.7463572664474
330.81644373604104,573.7775405529974
278.83375377252014,578.3199047457556
306.16549127186954,555.613224313518
310.4970454337581,539.5769427972864
304.2694924489924,545.9807484817293
299.02202851321636,545.5414687677385
279.2856040412962,541.2186321242243
283.8276050700806,522.9456953485833
253.14536757594578,534.4216813942658
240.14511141457297,534.9057282641079
237.79286551415407,516.0816930582278
222.24713215538577,511.1871004572922
208.65687496975897,444.7265017231721
206.22707749098845,450.6605549686892
192.85469061887397,486.3257071273365
202.1452675639075,373.8262807787032
171.72795186251096,359.8796914118375
154.00059714283543,347.5001853129361
107.34077195185637,269.9843513152382
82.9589784963282,275.8526185692381
69.41744638671389,290.45958323238483
74.24732844195933,247.64683280840654
64.9322287890318,234.47438890468857
32.84284613383625,231.3201757338402
73.15150925278613,290.3651603035596
54.15217478964587,272.9975367249881
36.04919739602701,186.47475595771994
13.78450193909157,181.36708061211266
21.83291216194175,185.39194251595836
21.991985054020006,145.71727462569197
15.234517188673635,124.09429347020614
1.3373376001536599,48.99396004551545
0.0,0.0
