Central Planning Mean,Smart Market Mean ,Bilateral Market Mean
-1.5899356465069162e-09,0.0,0.0
-1.5899356465069162e-09,0.0,0.0
153.47303776883703,75.91391647304337,51.066028663776606
153.47303776883703,75.91391647304337,52.46671168460528
287.37224709028453,187.5555305949615,101.94568348608776
451.9013602999813,290.7952417601459,165.41036339682546
570.9327248599379,370.72792953472293,235.04961685781134
570.9327248599379,370.72792953472293,245.638810030391
570.9327248599379,370.72792953472293,242.16472495808722
653.6558574837768,415.21855660161157,275.82189211577844
653.2040863474529,415.21855660161157,289.1858871628554
788.5635805834091,496.30952823280404,325.5353401422591
789.1648593261881,496.30952823280404,333.8429929582787
884.8699849212989,562.5636501303932,373.15831687757674
996.4363224808358,563.4654433970697,430.2169895219038
996.4363224808358,563.4654433970697,432.8316827563828
914.3133921267154,518.9748163301808,415.0409854885778
913.8276512517003,518.9748163301808,412.8725026165485
1079.3532590735927,614.8485123019627,470.0961122469741
1079.045500543274,614.8485123019627,460.50687733023324
1134.1649702502928,615.803169959122,477.57378452432454
1135.5991840100364,615.803169959122,477.3792884734763
1166.471188441844,625.4157772214105,474.8211493386106
1166.471188441844,625.4157772214105,466.83803169281896
1244.6017108742196,696.4009117306077,540.2492161724902
1244.5366661920655,696.4009117306077,539.7088911492574
1259.1634310734057,663.6792103972293,521.4735787414337
1259.2389741116372,663.6792103972293,506.73321217982584
1259.1634310734057,663.6792103972293,525.766307316318
1464.5065097381232,677.5285023080178,562.4695196089817
1464.9749252892318,677.5285023080178,565.6284595660359
1464.5065097381232,677.5285023080178,567.4563047305293
1383.3306204161477,619.7765434271932,560.4384843642931
1383.3306204161477,619.7765434271932,564.9685617634628
1383.3306204161477,619.7765434271932,552.9671242871269
1426.6085564400792,717.1351227630012,570.2060118649636
1426.6085564400792,717.1351227630012,568.4246413927178
1426.6085564400792,717.1351227630012,575.0949835960517
1495.1817446775683,721.85350885136,592.8006868487079
1527.8002607220978,725.4174803402593,625.1850840842561
1526.4196411713447,725.4174803402593,602.0940161940913
1527.8002607220978,725.4174803402593,613.7494634971589
1510.5830711292385,715.3772255492518,583.3937932112204
1510.5830711292385,715.3772255492518,585.4219009881155
1520.3962158053018,715.3772255492518,595.2732332078045
1520.3962158053018,715.3772255492518,589.7110656810248
1593.9954099511033,719.2998117329857,596.5685273411804
1593.9954099511033,719.2998117329857,591.5733453332883
1569.160104600618,654.5881605092732,585.9031136787194
1569.160104600618,654.5881605092732,591.5419079323598
1563.1841746394236,665.4413289942931,585.6853016074425
1563.1841746394236,665.4413289942931,582.4176278095395
1516.3640914573161,638.5664466213971,532.5023974417398
1516.3640914573161,638.5664466213971,539.5299892254885
1535.81328355442,682.3917916980945,567.5304878029223
1535.81328355442,682.3917916980945,564.5252299530697
1442.7510467636225,597.0328161759326,511.86845106315434
1466.9167338850539,612.7626956805698,526.930089513399
1466.9167338850539,612.7626956805698,536.8501864578012
1465.1585924191345,611.4270546122498,538.6016463543785
1465.1585924191345,611.4270546122498,524.1423431839033
1465.1585924191345,611.4270546122498,537.954583410708
1547.0571857258922,611.7246520561912,528.1000922706174
1547.0571857258922,611.7246520561912,530.1696078872682
1498.0080659685825,625.5941904448373,491.4113394872223
1498.0080659685825,625.5941904448373,502.46333712288913
1498.0080659685825,625.5941904448373,508.19869043890264
1370.49113019253,533.6536837680433,439.84870895037204
1370.49113019253,533.6536837680433,440.2330023722876
1341.1764008911305,509.74262375213857,436.5217024569845
1341.1764008911305,509.74262375213857,438.659713104427
1375.5257401231693,534.7027068462858,422.8355531427836
1375.9951694509703,534.7027068462858,416.3656796201322
1340.214092815486,504.1749695807857,405.53230379120726
1340.214092815486,504.1749695807857,402.89678065606137
1282.312359646801,503.8773721368452,404.1625191493508
1282.312359646801,503.8773721368452,402.2954685785664
1223.521875390097,497.9918960545865,373.51547660941293
1201.9482325437853,520.0198833155619,376.5364974400093
1201.9482325437853,520.0198833155619,363.9658936044722
1104.423739021208,484.95882146952954,336.8491834675358
1104.423739021208,484.95882146952954,338.7650538301322
1104.423739021208,484.95882146952954,339.7789395173391
921.6357386665339,357.10567892567906,285.82199617153947
883.3111214985229,339.25981118841264,268.1895920657561
883.3111214985229,339.25981118841264,272.50023804332943
726.6451906981084,244.19869507468957,193.16976536420677
726.6451906981084,244.19869507468957,182.27232304145227
655.7156267198999,228.81579776179024,174.25468385076448
574.4048864237485,203.96882429700327,155.4461264331967
574.4048864237485,203.96882429700327,155.3466103133963
575.6424339287154,203.96882429700327,160.23986713826307
570.6147605165701,230.38739478633488,176.06231483249857
570.468084040743,230.38739478633488,188.70521581205415
391.15672087468874,147.97670862913765,119.48861383315393
391.15672087468874,147.97670862913765,113.1692973622037
391.15672087468874,147.97670862913765,116.56872915607852
278.703934938061,146.80712860490257,84.74478333131334
278.703934938061,146.80712860490257,79.49487762573803
114.62955090143477,49.921759241232394,27.06871848490856
-1.1368683772161603e-13,0.0,0.0
