P,TV0
0.02,1601.0714385634883
0.0,0.0
0.01,660.8318608922352
0.09,7565.811431408905
0.16,13281.11066685057
0.03,2271.442595797373
0.15,12448.688558696549
0.04,3130.328990857124
0.06,4927.805476909388
0.4,33348.80341534622
0.07,5707.140120567816
0.42,35318.3329856248
0.41,34588.02003235734
0.44,37039.78415588208
0.08,6586.522553280263
0.43,36206.71159728259
0.2,16514.41136328163
0.26,21728.150806396894
0.37,31080.598879136378
0.27,22539.49280541327
0.38,31935.280003055217
0.17,14152.820439557487
0.13,10856.889169151855
0.12,10058.751794410837
0.14,11739.226032535562
0.23,19302.718920127416
0.31,26043.378480555733
0.19,15818.530763100032
0.29,24392.94972242479
0.35,29475.631326759805
0.28,23447.46997817964
0.24,20224.636925552724
0.05,3956.3139769782356
0.33,27870.836841218326
0.25,20989.62999927247
0.18,15054.525420630152
0.22,18240.172930800865
0.21,17520.661033107543
0.6,50606.12219759737
0.62,52331.12082404517
0.47,39554.824836943255
0.67,56580.46855411509
1.0,83573.50962587213
0.72,60747.79233616866
0.53,44658.099368448144
0.69,58271.98569292066
0.7,59118.55244051128
0.36,30177.363852869486
0.48,40533.29251319969
0.57,48012.10371641571
0.63,53197.36418443692
0.73,61485.21913046561
0.87,73040.73051284705
0.75,63193.49002286965
0.54,45365.56488166645
0.81,67990.44508908613
0.46,38701.793749080694
0.77,64895.19616611184
0.64,54002.36267775814
0.71,59949.833534631536
0.32,26987.252897563092
0.56,47163.217556339565
0.65,54884.8211251853
0.59,49656.40950349628
0.8,67167.16629855894
0.58,48835.29684204978
0.61,51548.74769018032
0.93,77886.86921460168
0.3,25333.323260827627
0.66,55707.94693701577
0.86,71933.82594522866
0.68,57439.24358630389
0.45,37729.622882753305
0.89,74578.32900976168
0.88,73938.8894548802
0.91,76222.10281317546
0.92,77090.94331545521
0.95,79385.20887033531
0.11,9213.57759258741
0.52,43982.99895763565
0.34,28500.8101863543
0.84,70410.4374199273
0.55,46283.821084828465
0.76,63998.23382365249
0.98,81838.67242305184
0.94,78657.56956653537
0.97,81041.817321268
0.82,68649.14751275317
0.39,32571.944273137713
0.51,43286.40349680845
0.83,69454.40280759979
0.96,80097.92541677527
0.74,62177.69077102966
0.99,82769.05815280254
0.1,8369.935622504912
0.85,71229.34674595484
0.49,41381.260353671765
0.5,42316.22472404856
0.9,75471.42471214081
0.78,65641.98654452938
0.79,66438.2847913755
