P,TV0
0.0,0.0
0.02,1382.6390389440203
0.01,735.0207360057876
0.04,3116.0249144602167
0.03,2350.68461231128
0.55,43251.94751594137
0.07,5331.3437379896595
0.13,10359.20636097197
0.28,21993.405406755013
0.31,24537.35703422904
0.49,38542.87476693698
0.3,23699.149647739665
0.39,30821.21260643918
0.34,26882.076315453207
0.46,36237.63153574348
0.05,3680.661106129791
0.14,11110.338313840444
0.41,32216.547686786464
0.32,25242.479503072205
0.33,26138.63214061402
0.45,35402.33117957889
0.16,12891.263211219195
0.08,6044.125499465015
0.06,4419.976199062885
0.42,33147.725202487534
0.27,21041.841027237693
0.53,41537.90750787531
0.56,43863.445349919435
0.54,42234.99799811111
0.51,40099.99742288598
0.17,13604.90718571535
0.38,30076.65889694546
0.35,27844.06266841186
0.15,11957.684068446095
0.26,20289.374364065785
0.12,9479.567054773566
0.25,19678.01910820949
0.19,15144.818520127037
0.21,16410.237311827652
0.58,45421.065023748095
0.2,15846.03029142263
0.09,6974.757936644106
0.29,23105.113260181148
0.94,73364.83293335229
1.0,77949.75983251337
0.71,55911.77885106938
0.95,74043.094088405
0.22,17158.61784562133
0.91,71181.39928605128
0.82,64033.40528107577
0.75,58920.5290891794
0.81,63393.61589905947
0.77,60267.99614291322
0.97,75582.78749342548
0.89,69549.95745050964
0.79,61814.219143347495
0.78,60859.91987074674
0.86,67402.62519889322
0.47,37003.85879099338
0.85,66400.9781528044
0.88,68947.86154112573
0.99,77086.67069902839
0.98,76358.99463553584
0.76,59645.50302643818
0.62,48807.922392890585
0.37,29342.850938478543
0.92,71940.86474815675
0.83,65016.414906472666
0.44,34619.982941664326
0.8,62704.97483930156
0.48,37913.645263533384
0.96,74728.34841014986
0.4,31611.943521013854
0.18,14261.920684192759
0.9,70427.42907825622
0.63,49413.947531936064
0.66,51846.948187327434
0.64,50217.50858167948
0.6,47114.91373889763
0.93,72608.98510357649
0.74,58037.68965486453
0.87,68075.37317737876
0.73,57464.49484041908
0.72,56680.33477433423
0.7,55156.323025929174
0.57,44708.76969791621
0.65,50992.7717345707
0.52,40857.320708097446
0.84,65770.0391535605
0.67,52697.57918403877
0.5,39417.4302341644
0.68,53391.17079187239
0.36,28621.604665162453
0.43,33732.05192059757
0.59,46302.23737299093
0.23,18063.574905922636
0.24,18968.84580009622
0.69,54279.2681621823
0.1,7605.085643546671
0.61,48120.56387453669
0.11,8425.316684298643
