P,TV0
0.0,0.0
0.41,33485.33616849898
0.47,38254.7379925157
0.51,41857.313722004095
0.43,35036.4045996489
0.5,41021.9223103831
0.42,34319.67617935341
0.49,40111.432436329575
0.48,39344.59609790826
0.01,828.1123020334883
0.02,1555.29421192171
0.08,6559.236527568252
0.52,42726.92602963146
0.09,7203.891359314794
0.45,36554.9629465778
0.44,35938.520284770886
0.14,11233.548740123988
0.58,47327.50269556178
0.46,37616.911308088995
0.28,23150.256372749125
0.07,5618.813853755369
0.26,21603.92370099336
0.32,26292.082457147597
0.29,23977.261810424632
0.73,59551.141084683026
0.3,24673.887651767443
0.06,4914.698864988539
0.66,53965.0142096975
0.75,61143.65153572023
0.65,53240.03730579565
0.74,60426.88745881517
0.76,62030.75007205998
0.39,31883.869924604744
0.9,73783.539756068
0.68,55592.41226246543
0.37,30371.706844048807
0.33,26930.889083110807
0.27,22370.571051737206
0.69,56610.418519729625
0.95,77735.71007646638
0.11,8729.26036317063
0.91,74524.69240822447
0.67,54942.55193711546
1.0,82000.11755382403
0.25,20682.462401590583
0.99,81026.64664694457
0.1,7877.118263217135
0.93,76179.83012499868
0.96,78599.60862873802
0.98,80194.1575847739
0.97,79382.56956918433
0.92,75274.45568586595
0.31,25354.266320768034
0.94,76900.7821795707
0.7,57175.0779264927
0.36,29680.079570927075
0.6,49164.55078378552
0.12,9558.966481343083
0.81,66073.49493312332
0.35,28656.472453937313
0.72,58777.058614442896
0.71,58093.41998700118
0.16,12879.442986357972
0.03,2435.1072603489706
0.34,27818.96276148284
0.13,10400.611288250253
0.38,31196.629162985184
0.77,62844.29203821535
0.17,13642.320754650618
0.4,32591.473575425443
0.04,3163.8992769641754
0.18,14410.785314548979
0.15,11932.463694144473
0.2,16386.231319703747
0.05,3959.9588851092053
0.23,19049.95303508821
0.24,19910.85649420188
0.59,48227.40157871119
0.19,15321.609676566426
0.55,44904.4308093321
0.21,17201.702221537504
0.53,43346.7172317129
0.22,17951.584305586508
0.87,71072.42952427466
0.63,51553.18084452136
0.57,46587.19096074451
0.88,71870.83615070378
0.54,44246.37537965132
0.89,72845.48468745401
0.8,65199.85468236436
0.64,52337.27560492475
0.56,45600.71878411336
0.79,64563.394936063545
0.85,69641.02409585599
0.86,70261.89059831554
0.84,68539.55875138014
0.82,67044.40693526405
0.78,63749.94945486643
0.83,67822.72772345688
0.61,49877.362315208265
0.62,50797.051240269604
