P,TV0
0.46,37495.481794055944
0.0,0.0
0.48,38960.53773262023
0.01,757.2636870957549
0.03,2362.6313444682983
0.58,46983.92859272551
0.52,42131.96065544265
0.34,27598.29671250529
0.53,42907.04237299145
0.43,35145.185320366305
0.45,36767.22199971395
0.07,5599.88614865534
0.06,4627.41862835646
0.05,3920.907129956818
0.12,9736.384492774072
0.13,10333.270225351334
0.04,3155.7672060235464
0.63,51082.78117602713
0.11,8716.385697153342
0.02,1501.7242361415897
0.54,43699.65281039644
0.1,7979.81095438846
0.35,28446.947731140517
0.5,40659.62705831163
0.08,6440.520682400568
0.29,23431.14441350098
0.32,25953.720215366113
0.14,11294.142394644197
0.41,33542.81457617428
0.09,7240.1387020137
0.27,21846.928081079357
0.86,69864.16426658936
0.17,13610.74385139803
0.28,22600.217289098873
0.18,14428.655087220015
0.4,32661.52377904673
0.33,26743.60492037206
0.23,18566.624514849747
0.96,78304.43979619424
0.95,77344.84017822586
0.97,79090.08332598448
1.0,81861.30891806362
0.98,80097.84261985685
0.99,80884.18459235007
0.94,76307.2404058299
0.39,32055.587108255026
0.87,70689.26267727498
0.9,72974.46194020839
0.89,72174.95687638083
0.44,36014.799718957394
0.19,15254.100143882224
0.91,73845.77387821549
0.6,48578.34879950394
0.92,74613.63094657284
0.49,39885.66097076541
0.59,47728.044772095585
0.88,71542.32659287241
0.36,29301.217183476037
0.85,69008.81928041253
0.38,31025.51539440408
0.21,17026.078167232885
0.47,38335.83203493095
0.93,75426.38411840392
0.37,30132.91787688023
0.67,54283.64200819148
0.62,50234.640806044314
0.15,11931.911581858869
0.55,44724.549476621294
0.65,52655.853438297614
0.3,24237.625549893623
0.51,41413.358572839505
0.24,19350.896618097315
0.56,45471.09212514619
0.68,55006.23925179009
0.42,34438.06539200118
0.71,57456.35406541015
0.74,59751.939834837656
0.57,46240.56800463559
0.75,60689.6062741306
0.2,16148.347759528166
0.78,62972.64651727369
0.84,68182.18891098365
0.76,61395.54383635114
0.81,65251.26127549335
0.31,25094.6945825632
0.22,17676.48536263621
0.66,53373.21341816524
0.16,12748.404281806914
0.64,51826.456572201045
0.7,56733.49340174864
0.72,58133.11393895631
0.61,49416.01257153392
0.73,58965.17170549959
0.77,62166.59611099407
0.82,66258.63022735341
0.69,55894.52758210957
0.8,64658.89792335783
0.83,67392.2857358579
0.79,63747.70178949905
0.25,20201.370443840464
0.26,20905.50281675288
