P,lagrange_multiplier_theta_mean,lagrange_multiplier_theta_min,lagrange_multiplier_theta_max,lagrange_multiplier_theta_25th_percentile,lagrange_multiplier_theta_75th_percentile
0.0,40.54130011178009,39.97285507829048,40.90419604300325,40.342618073487564,40.73627279180158
0.23,23.493452881671306,2.5872065034275273,35.31116160742093,22.42203779552245,24.346638914687674
0.05,32.66369889048155,18.142197934905262,39.43761589154276,31.847162341419697,33.83638448225877
0.08,30.436274924247755,0.6426564551177876,38.749060694879546,29.202745491985144,31.29974992365085
0.2,24.58174332632195,2.3621167322963004,36.0568508442824,23.55884475651537,25.562638224285458
0.27,22.16692664458981,2.9785636266290254,34.29544360091217,20.96276638707163,23.45309277213018
0.34,19.88543110855452,3.6096346993519646,32.42110808236104,18.512812299317115,21.254103046163735
0.37,18.950916446562143,3.9285001026536097,31.516853759769774,17.4264259104109,20.574220225257534
0.01,36.915462079872704,22.475003419383384,39.73571468818039,36.16799429421425,38.053333906197494
0.39,18.374483217113628,4.08502192491391,31.00352605482218,16.842107972915393,19.368938667824864
0.11,28.69166811861148,1.3035713766783417,37.78356304284413,27.091984124483574,30.073390271326822
0.45,16.53712884894746,4.390589921523302,29.157533569091704,15.277005982206688,17.37073346458062
0.44,16.85515791197371,4.28297445463657,29.608496704370282,15.541120848177272,17.633129011737605
0.46,16.241958984366217,4.454304113631348,28.849882335934723,14.970431036694436,17.20571958584249
0.21,24.219238645948348,2.391383484828406,35.853436066091504,23.313071060948424,24.96266323684882
0.1,29.336672676713597,1.0722901944827896,38.18171856766151,28.08154786090926,30.360035019689153
0.09,29.829257856991973,0.8943058922775258,38.39714861379878,28.54072364312426,31.065282175861313
0.13,27.58814944596532,1.6140419121324356,37.29759837260028,26.043547995331174,28.320078032645114
0.24,23.118058372328314,2.6896074542186312,35.036526876186585,21.918658815503765,23.955400093184377
0.28,21.7977988321487,2.568810306088224,34.62566133568729,20.574016009922786,22.978792084413698
0.19,24.981986530564217,2.273017263311324,36.26013884304227,23.8461987909237,25.870246980022298
0.02,35.80359934671762,16.70677768218394,39.74500004244693,34.88155755481282,36.729898226221174
0.18,25.46000862909427,2.166055106470189,36.4660425676402,24.03895263455166,26.322305337923215
0.04,33.521584527963235,17.675439355117614,39.55866147777293,32.83187741733444,34.43546170534721
0.25,22.778435930882193,2.7951539270709134,34.75027026915747,21.657937197204042,23.803680319949063
0.22,23.82576165780175,2.479654454662459,35.56496497651537,22.86298121008553,24.773476838175355
0.03,34.50695675262997,17.227295574425533,39.69683986413098,34.01435619169457,36.244906480412055
0.35,19.57635167105768,3.648313999381795,32.15189899080098,18.191077671825667,21.059117155954056
0.12,28.194046874174376,1.4637150067600118,37.51296629398059,26.602033628285362,29.40240949483466
0.53,14.13281004778491,3.0404762012538225,23.07436455583295,13.03294602262307,15.107035317385387
0.14,27.175233407158856,1.6944120065570516,37.16751534008269,25.7088689644519,28.205588968763113
0.29,21.462439781580027,2.86915186687434,34.126983277905325,20.421102713698673,22.47537090124581
0.36,19.235186738715147,3.8119604674084897,31.839241167099544,17.831604632625442,20.682962548186712
0.31,20.816285190365676,3.294219111755492,33.28763781701074,19.642271671337824,22.025456319057422
0.3,21.10289758993997,3.015738991301685,33.72321342713002,20.0152972109375,22.208273869225508
0.17,25.784054696918435,2.05703767024157,36.60913391680316,24.44072983279189,26.403930772314762
0.15,26.725949231875983,1.7536815603466636,36.92831939222927,25.193550422116004,28.087957052393868
0.06,31.887386646049766,18.503872011356002,39.29609837822404,31.18180253509906,32.15692762558513
0.61,11.74909433531601,3.230099906235097,20.086472772475297,11.17212474684845,12.28898602337358
0.38,18.703729119588687,3.9630276981536277,31.30370514433104,17.1852984999917,20.18426117262046
0.63,11.131857258890058,3.1752983115059594,19.280227847698185,10.578424931042624,11.478462665640606
0.69,9.309155191246196,2.9669148439002795,14.396737219656421,8.74922200908684,9.705077857079633
0.74,7.832882057766658,2.520011360410887,13.346776207370219,7.392731868050529,8.154937995795125
0.26,22.48266518283194,2.9193747840904507,34.52139943619818,21.295798029064503,23.657842725659215
0.76,7.270781375926714,2.294973293437838,13.011283887070986,6.803085237201517,7.622913370461896
0.78,6.618528549603623,2.075962100458506,12.581320779222866,6.2285305183986095,6.9994532194414685
0.8,6.008919043242875,1.8730376246016602,12.209684317123399,5.581636300843509,6.329619586909282
0.81,5.7096982883891805,1.7355675211003239,11.960731620068731,5.259001321065314,6.127377334417096
0.32,20.516187660086327,3.188594511884414,33.24326692788196,19.1942726874474,21.889674265022776
0.16,26.31226202267934,1.8756261603549156,36.79543323098206,24.86979878007812,27.121103620362923
0.73,8.16887395446573,2.652987622568954,13.566688671418113,7.718085755897985,8.510818557625313
0.71,8.751320381030546,2.8530694284805502,13.968105720708232,8.191262467422728,9.162499352431519
0.7,9.045616562233924,2.9445208676613,14.105879053684546,8.482520638154353,9.414540109248998
0.07,31.068908240891954,18.917312696604554,38.98840180248722,29.69639146568507,31.409460893335563
0.82,5.41250991386729,1.6750127032540068,11.86008740077391,5.014990362346707,5.791081256319676
0.72,8.432583330235587,2.713787409691297,13.853417469403102,7.941011030241434,8.824659208694793
0.85,4.530276592106596,1.4124334627519342,11.261960624357963,4.259316730998599,4.826703320688138
0.33,20.173746857408464,3.475819327923876,32.67386780120373,18.7563222478716,21.683931634558974
0.77,6.95997368973656,2.172962317355286,12.796386570557502,6.543495324902132,7.367809490123024
0.67,9.922717397370473,3.111625575445724,14.954167435034751,9.271997114060422,10.394220472408138
0.75,7.557331805565167,2.3704224024938183,13.314228480478395,7.061505496706363,7.844839839456782
0.84,4.818234545406154,1.4874866034226617,11.430757473591086,4.484834248466946,5.168452303020471
0.86,4.198941973103936,1.2523422298210845,11.12132977982089,3.8809888049478514,4.536644584887963
0.87,3.898682343983963,1.1479230811352479,10.90054406608765,3.5415351670979502,4.274729624330979
0.93,2.1631306695523724,0.6075710856517798,4.3408127221016946,1.8832248369612046,2.585297801853806
0.96,1.1935610219859372,0.26820065523422343,3.748380179061665,0.9145832757823406,1.4673579091937077
0.89,3.2958805439791186,0.9553562750009332,6.681981735292929,2.905271800042814,3.7647921456726987
1.0,-5.364764037778561e-11,-5.37402839390145e-11,-5.3569249672205716e-11,-5.368327251667432e-11,-5.362626109444002e-11
0.94,1.8409983678162758,0.5085173338012166,4.091705484895623,1.4281782526678686,2.31372489739969
0.95,1.5406159365184666,0.4271653761765495,3.9556174267401305,1.2038280556865841,2.0462077050811267
0.98,0.6082228825957796,-0.027366265289953784,3.127622110871338,0.3728345451410042,0.7548881965924568
0.9,3.0263194465327006,0.8666093978280807,5.066147853410446,2.588671611219059,3.5380656512544317
0.68,9.627344828452005,3.1755331148119,14.59919920690869,9.04016117996998,9.956016317082291
0.99,0.34254284257701795,-0.3003937739715643,1.1215303244517485,0.1697879242751863,0.404273939058707
0.66,10.246064139158973,3.2440177150503873,15.117188026153714,9.579240342897792,10.774001821118572
0.91,2.742850237243807,0.8141618814428209,4.86013900333781,2.340980787904125,3.1477699692600547
0.92,2.4037811607756137,0.6893478973821678,4.51817358984661,2.0738979916559446,2.774627302446026
