P,mean_price,min_price,max_price,25th_percentile_price,75th_percentile_price
0.01,17.596838414414204,10.587032215635963,24.42233737681121,14.922282364164099,21.191821880658637
0.04,16.34601042087116,0.8466021717788657,31.253700485981703,12.149249485203775,19.943005038059624
0.05,16.831902494969967,0.6865845225844804,33.13589091207128,12.90131706613289,20.671727895280085
0.03,18.637219572242785,1.4014222409603772,34.674566426163175,12.8623208639986,24.179419945853557
0.02,19.6702104638999,10.96414474501307,31.428013510121364,13.214566900965403,24.448902420684036
0.06,16.66423586594134,0.621452928523599,33.714940117546035,12.585078123748865,20.068220937518035
0.07,17.592669829830065,0.18714929579073214,34.9880841285664,12.23301967519886,22.69098391873378
0.1,17.4444005920831,0.27442084833354485,33.865717241673266,12.032528911825331,24.578225895073817

0.09,17.158364939395046,0.24621903664535338,36.7438242307374,12.387099266575671,22.970582009832377
0.12,17.14940938378833,0.3238604110676544,36.5180929474314,11.75514334578396,22.11089542887604
0.15,17.487562462586357,0.2157615875361234,36.7438242307374,12.185624014142212,22.95309079230628

0.14,16.61820014134643,0.06661529013934775,36.38082235211372,11.513514590904451,20.866657950693977
0.16,16.79596140268954,0.23394439537013767,33.91417037989838,12.416076128886443,21.431903408228703
0.13,17.50683616965856,0.374305258147027,35.76423645834852,12.854756981533956,22.549746833379142
0.17,16.282082334415236,0.2699130831515184,38.224102268324096,11.71455078770939,20.531440870135015
0.18,16.57048487780397,0.0005954057166572824,34.51693878673903,11.241856353191878,22.770438312256385
0.19,17.266140558506326,0.2425113612653842,36.87720953017052,11.73828369656545,23.856956660996488
0.21,16.459785398710693,0.37894261421292796,34.73225510016902,10.612881183015444,23.03208420909247
0.2,16.50918489214181,0.3144435001193884,34.84715974865736,10.61242605448757,22.013106335743515
0.22,16.28144640211676,0.11740504089019055,35.42519311785905,10.812106444422813,20.887622932404106
0.24,16.32547301685122,0.4360563703301352,35.76699894917559,10.927169273358205,20.874568454444134
0.3,15.929686761721909,0.0673551000751349,36.30658044967032,10.963293790459096,20.27429954331218
0.31,15.611700920893249,0.41480654731197575,34.78610403014267,10.345643855568564,20.502810872747407
0.33,15.260809765145611,0.2730224051015533,34.32933796591745,10.443731133745304,20.09741586412143
0.32,15.712640539690694,0.14002378694227247,36.60655175737303,11.159726524875264,20.116109240237243
0.34,15.423352477136877,0.3548522608757292,34.18959539288557,10.725900762351039,20.087144389347888
0.37,15.02167120202998,0.1674360394765877,35.566808657984794,9.858944365707172,19.815423953500453
0.36,15.517308353135714,0.33869708191385683,36.3992472239561,10.761077349216032,20.353693106627063
0.27,16.09559066963658,0.43403892107753705,35.319187142123084,10.916864324897716,21.336982451135803
0.25,16.01979623894443,0.8363830364363896,35.76423645834852,11.087105671788283,20.648492832430396
0.28,15.660148334738237,0.2063338339710512,33.7453361213143,10.741929958051424,20.011469836581192
0.26,16.235915309520337,0.4105914531701931,36.546377004830816,11.31723991111851,20.563450535853033
0.29,16.563332592298842,0.3739373067424694,36.14788907444882,10.486466453879766,22.272458024839626
0.4,15.253877040929686,0.21176800528147588,35.32252935510435,11.188930423985864,19.125763841552498
0.35,14.89020851779296,0.08768419456006882,36.60655175737303,10.198874974844415,19.82753718567268
0.43,15.605330933680943,0.5370905402585571,36.256294584372974,10.675392707712774,19.996992164922446
0.42,15.132236430542973,0.08314492430424636,34.74548997040558,10.593921811914988,19.886314348107412
0.39,15.291173420938946,0.05869026650988829,36.37131632041877,10.43595722640599,20.146363267125444
0.45,15.333843169722984,0.42832494384007624,34.135908831710566,10.714474310542732,19.843967913520473
0.38,15.335871040137981,0.272817311942374,37.12233262292271,10.792565114826578,20.15455325647167
0.47,14.846917825076353,0.06442507867507707,36.0464074452476,9.64950895332048,19.346737637356327
0.49,14.493975006045583,0.3797182283878584,34.918818127952534,9.685290416551977,19.566911577523992
0.48,14.692768093315436,0.13833885926482736,35.31422138601471,10.116414183465519,19.33666691308659
0.51,14.562845060809972,0.5475104425647537,34.640622474920676,10.43023999389609,18.83515167322168
0.52,14.746098923415373,0.3548522608757292,37.97603872217871,9.845538000204737,18.908348897076934

0.53,14.578729716026341,1.7763568394002505e-15,34.0637807487853,9.794425029652015,19.76418923972639
0.44,14.79295636258985,1.7763568394002505e-15,34.95464415469007,10.157015857710881,19.1960287923744
0.54,14.373097183246227,0.3780246426837568,38.23849742426975,9.60329329492424,18.881982188540583
0.55,14.09048349557656,1.7763568394002505e-15,36.68210252041972,9.429645012413014,18.907936387925922
0.56,14.12431790538393,0.30094578979070974,35.95284698175439,9.72726967066129,18.543002703024783
0.46,14.962240419411593,0.36194057301003113,36.256294584372974,10.12515693710134,19.489854809579576
0.57,14.232541961308792,5.329070518200751e-15,36.408653228263915,9.134795781642,18.1172673059652
0.58,14.39619592683164,0.11721088651407285,34.34776861170912,9.888689382663689,18.91421230050606
0.5,14.796330402136105,0.5185966881954283,36.07741478862451,10.08456734441167,19.184425623344094
0.59,14.459096000774645,0.22323293976728387,35.743377184560025,10.044031222146057,18.442011789269635
0.6,13.513682342279752,0.025442379048902453,34.763267092728896,8.831168796355033,18.053882088200062
0.62,13.165520917723295,0.11721088651407285,35.36277216058936,5.335505384109828,17.56290175417979
0.65,13.871233200858429,1.7763568394002505e-15,36.723698603404515,7.904786201219508,18.86676327204783
0.63,14.13366460224151,0.04560794465312945,38.23849742426975,9.127413202134013,19.03328101487169
0.64,13.73967378031048,0.19532956210861308,35.02567419703903,8.521092760496982,18.467469663952677
0.61,13.467237095151454,0.2563917928901791,36.723698603404515,8.784271954317338,18.684686060232565
