Percentage_of_Sellers,Percentage_of_Agents_Trading,Consumptive_Use_Sellers,Consumptive_Use_Buyers,Volume_Quantity_Filled_Sellers,Volume_Quantity_Filled_Buyers,Initial_AV_Sellers,Initial_AV_Buyers
0.275,27.500000000000004,376.25,155.625,1336353.3261213717,423244.9740328313,70684.35166868621,0.0
0.275,20.5,383.125,203.75,5815181.599736696,4936089.730661581,336820.81755043037,0.0
0.275,28.999999999999996,253.75,313.125,1882633.515953157,1057134.56407028,86275.20586868128,0.0
0.275,20.0,156.875,371.25,4891555.00085157,15030774.81281457,94581.1098208351,0.0
0.275,27.0,349.375,208.125,11007908.570304886,588478.6051361093,225874.6561362265,0.0
0.275,20.0,253.75,321.875,952951.0774387106,1310602.14845295,43636.641027843885,0.0
