P,TV0
0.0,0.0
0.03,2170.283044770281
0.04,3001.058383711853
0.35,27550.741188464108
0.05,4016.5243687201473
0.01,718.0358070397822
0.06,4697.831374018006
0.37,29106.37349767031
0.45,35379.8252068073
0.07,5516.995683621544
0.02,1425.5132425917955
0.46,36332.42019974211
0.24,18922.302399288074
0.2,15738.712701473001
0.21,16423.518450057076
0.22,17355.558821057577
0.26,20470.029781220386
0.64,51003.330180507226
0.34,26742.99932569691
0.23,17976.0829842386
0.39,30713.987200879586
0.17,13566.948384749301
0.25,19493.046525818794
0.29,22547.705415698063
0.66,52592.83836742472
0.33,25898.434932175525
0.38,29884.192248960266
0.32,25068.3776982106
0.28,21901.0732640316
0.76,60756.15559752466
0.44,34721.69693626807
0.47,37187.69156653774
0.48,37882.43398126973
0.08,6316.357601894679
0.16,12792.248060680919
0.18,14288.306730476037
0.75,59844.19556153611
0.27,21305.948587402203
0.68,54001.34861079829
0.89,70970.9091756202
0.98,78167.71427016011
0.99,78949.07614119668
1.0,79776.48445032974
0.78,62318.651341935394
0.96,76611.58192326903
0.74,59183.29188627898
0.91,72703.06785425788
0.94,74905.2512286751
0.9,71791.25539465132
0.95,75525.38484956676
0.1,7939.402458140375
0.92,73457.78622342745
0.73,58387.6010868674
0.77,61430.22745756498
0.52,41015.725698357805
0.83,66478.08167438366
0.8,63975.43085656067
0.81,64879.13789805022
0.72,57312.74073330821
0.71,56478.86587919395
0.88,70262.59356728531
0.84,67290.57021465008
0.14,11058.669261517436
0.09,7058.561960952282
0.93,74144.71025348321
0.4,31572.705767368116
0.86,68805.51396103951
0.6,47678.92855629939
0.87,69355.19945815469
0.67,53336.118088838324
0.56,44316.89675873297
0.5,39496.91700672588
0.7,55801.678605013454
0.31,24361.612748146654
0.49,38761.46753582956
0.53,41649.35272922333
0.55,43635.33066181573
0.97,77272.66766808275
0.19,15067.639507879394
0.79,63099.24324512972
0.54,42643.791274442454
0.82,65574.39240862196
0.85,67882.67207607217
0.13,10208.899716567805
0.42,33145.78566433488
0.58,45969.648307334275
0.3,23494.106909971128
0.59,46756.01588111251
0.36,28282.910534671893
0.41,32173.49397964262
0.63,50157.84992744864
0.15,11892.338525234532
0.43,33713.51601056228
0.12,9369.214955128951
0.62,49232.82140346324
0.57,45154.42802584287
0.61,48453.17216660476
0.11,8791.990904865865
0.65,51726.025318508284
0.51,40348.86966224519
0.69,54907.17997774329
