1.099574565887451172e-01,5.000000000000000000e+01
1.189923286437988281e-01,5.100000000000000000e+01
1.129953861236572266e-01,5.200000000000000000e+01
1.120023727416992188e-01,5.300000000000000000e+01
1.119978427886962891e-01,5.400000000000000000e+01
1.120274066925048828e-01,5.500000000000000000e+01
1.299993991851806641e-01,5.600000000000000000e+01
1.209983825683593750e-01,5.700000000000000000e+01
1.159942150115966797e-01,5.800000000000000000e+01
1.229979991912841797e-01,5.900000000000000000e+01
3.370504379272460938e-01,6.000000000000000000e+01
3.694095611572265625e-01,6.100000000000000000e+01
3.350014686584472656e-01,6.200000000000000000e+01
1.353206634521484375e-01,6.300000000000000000e+01
1.600325107574462891e-01,6.400000000000000000e+01
1.331732273101806641e-01,6.500000000000000000e+01
4.825243949890136719e-01,6.600000000000000000e+01
1.359996795654296875e-01,6.700000000000000000e+01
6.135344505310058594e-01,6.800000000000000000e+01
1.410176753997802734e-01,6.900000000000000000e+01
1.460049152374267578e-01,7.000000000000000000e+01
4.776456356048583984e-01,7.100000000000000000e+01
5.090260505676269531e-01,7.200000000000000000e+01
5.749962329864501953e-01,7.300000000000000000e+01
1.680045127868652344e-01,7.400000000000000000e+01
4.349946975708007812e-01,7.500000000000000000e+01
1.679987907409667969e-01,7.600000000000000000e+01
1.759343147277832031e-01,7.700000000000000000e+01
1.710019111633300781e-01,7.800000000000000000e+01
1.729979515075683594e-01,7.900000000000000000e+01
2.029957771301269531e-01,8.000000000000000000e+01
4.510002136230468750e-01,8.100000000000000000e+01
1.690056324005126953e-01,8.200000000000000000e+01
1.840403079986572266e-01,8.300000000000000000e+01
5.945336818695068359e-01,8.400000000000000000e+01
6.019937992095947266e-01,8.500000000000000000e+01
5.561766624450683594e-01,8.600000000000000000e+01
7.042195796966552734e-01,8.700000000000000000e+01
1.902885437011718750e-01,8.800000000000000000e+01
8.899993896484375000e-01,8.900000000000000000e+01
9.450237751007080078e-01,9.000000000000000000e+01
5.759985446929931641e-01,9.100000000000000000e+01
1.983256340026855469e-01,9.200000000000000000e+01
9.296903610229492188e-01,9.300000000000000000e+01
1.001120567321777344e+00,9.400000000000000000e+01
1.400996923446655273e+00,9.500000000000000000e+01
9.131600856781005859e-01,9.600000000000000000e+01
9.149963855743408203e-01,9.700000000000000000e+01
2.321267127990722656e-01,9.800000000000000000e+01
1.062809467315673828e+00,9.900000000000000000e+01
8.130156993865966797e-01,1.000000000000000000e+02
2.103683948516845703e-01,1.010000000000000000e+02
8.340249061584472656e-01,1.020000000000000000e+02
2.265725135803222656e-01,1.030000000000000000e+02
1.226999521255493164e+00,1.040000000000000000e+02
2.880001068115234375e-01,1.050000000000000000e+02
1.037384510040283203e+00,1.060000000000000000e+02
2.240331172943115234e-01,1.070000000000000000e+02
1.270117998123168945e+00,1.080000000000000000e+02
2.419991493225097656e-01,1.090000000000000000e+02
2.245688438415527344e-01,1.100000000000000000e+02
1.116027593612670898e+00,1.110000000000000000e+02
2.357769012451171875e-01,1.120000000000000000e+02
2.246921062469482422e-01,1.130000000000000000e+02
2.819993495941162109e-01,1.140000000000000000e+02
1.519034147262573242e+00,1.150000000000000000e+02
1.202267408370971680e+00,1.160000000000000000e+02
1.331598043441772461e+00,1.170000000000000000e+02
2.342569828033447266e-01,1.180000000000000000e+02
1.031540155410766602e+00,1.190000000000000000e+02
1.753389358520507812e+00,1.200000000000000000e+02
2.449982166290283203e-01,1.210000000000000000e+02
2.698419094085693359e-01,1.220000000000000000e+02
2.661263942718505859e-01,1.230000000000000000e+02
2.468039989471435547e+00,1.240000000000000000e+02
1.645827293395996094e+00,1.250000000000000000e+02
2.124217271804809570e+00,1.260000000000000000e+02
2.709982395172119141e-01,1.270000000000000000e+02
2.086016178131103516e+00,1.280000000000000000e+02
1.816920280456542969e+00,1.290000000000000000e+02
2.917656421661376953e+00,1.300000000000000000e+02
1.510276317596435547e+00,1.310000000000000000e+02
1.379547119140625000e+00,1.320000000000000000e+02
2.006385803222656250e+00,1.330000000000000000e+02
2.224907398223876953e+00,1.340000000000000000e+02
1.965788364410400391e+00,1.350000000000000000e+02
2.902598381042480469e-01,1.360000000000000000e+02
3.147671222686767578e-01,1.370000000000000000e+02
2.920136451721191406e-01,1.380000000000000000e+02
2.110710382461547852e+00,1.390000000000000000e+02
3.322748184204101562e+00,1.400000000000000000e+02
3.780009746551513672e-01,1.410000000000000000e+02
3.280631780624389648e+00,1.420000000000000000e+02
2.582689523696899414e+00,1.430000000000000000e+02
3.255144834518432617e+00,1.440000000000000000e+02
2.532639026641845703e+00,1.450000000000000000e+02
3.186465978622436523e+00,1.460000000000000000e+02
3.668498039245605469e+00,1.470000000000000000e+02
3.649926185607910156e-01,1.480000000000000000e+02
4.251644611358642578e+00,1.490000000000000000e+02
3.715490818023681641e+00,1.500000000000000000e+02
2.573430538177490234e+00,1.510000000000000000e+02
4.020049571990966797e-01,1.520000000000000000e+02
3.109638452529907227e+00,1.530000000000000000e+02
2.461236238479614258e+00,1.540000000000000000e+02
2.984361410140991211e+00,1.550000000000000000e+02
3.680107355117797852e+00,1.560000000000000000e+02
3.226306915283203125e+00,1.570000000000000000e+02
4.396072626113891602e+00,1.580000000000000000e+02
3.578069448471069336e+00,1.590000000000000000e+02
3.485670328140258789e+00,1.600000000000000000e+02
3.950003385543823242e+00,1.610000000000000000e+02
3.889954090118408203e-01,1.620000000000000000e+02
3.058196544647216797e+00,1.630000000000000000e+02
6.032022714614868164e+00,1.640000000000000000e+02
6.410100698471069336e+00,1.650000000000000000e+02
7.451442003250122070e+00,1.660000000000000000e+02
4.750294685363769531e-01,1.670000000000000000e+02
4.831274032592773438e+00,1.680000000000000000e+02
3.625931501388549805e+00,1.690000000000000000e+02
6.301991939544677734e+00,1.700000000000000000e+02
5.065526962280273438e-01,1.710000000000000000e+02
5.375251770019531250e-01,1.720000000000000000e+02
4.434194087982177734e+00,1.730000000000000000e+02
5.249991416931152344e+00,1.740000000000000000e+02
3.699106931686401367e+00,1.750000000000000000e+02
4.500000476837158203e-01,1.760000000000000000e+02
3.825019121170043945e+00,1.770000000000000000e+02
4.581971645355224609e+00,1.780000000000000000e+02
7.290063381195068359e+00,1.790000000000000000e+02
4.782311201095581055e+00,1.800000000000000000e+02
4.434826612472534180e+00,1.810000000000000000e+02
5.676254034042358398e+00,1.820000000000000000e+02
4.385516643524169922e-01,1.830000000000000000e+02
3.729227304458618164e+00,1.840000000000000000e+02
5.120217323303222656e+00,1.850000000000000000e+02
3.678245306015014648e+00,1.860000000000000000e+02
6.330104827880859375e+00,1.870000000000000000e+02
5.806446790695190430e+00,1.880000000000000000e+02
6.470391750335693359e-01,1.890000000000000000e+02
5.941991806030273438e+00,1.900000000000000000e+02
6.166240453720092773e+00,1.910000000000000000e+02
7.591210842132568359e+00,1.920000000000000000e+02
8.765220642089843750e-01,1.930000000000000000e+02
9.108947277069091797e+00,1.940000000000000000e+02
4.938843965530395508e+00,1.950000000000000000e+02
8.209126710891723633e+00,1.960000000000000000e+02
6.619076728820800781e+00,1.970000000000000000e+02
7.614581584930419922e+00,1.980000000000000000e+02
7.215964555740356445e+00,1.990000000000000000e+02
