Num Agents,Mean Gainz from Trade,Mean Percentage Trade,Run Time,iterations
100.0,27929.585543714784,26.0,1.2930023670196533,1000
100.0,29546.865123769156,25.5,1.1560008525848389,1000
100.0,34718.058149177356,24.333333333333332,1.5659980773925781,1000
100.0,37953.30064567165,23.75,1.3749983310699463,1000
100.0,38704.6856550597,24.6,1.3980023860931396,1000
100.0,38000.82977450541,24.333333333333332,1.549001932144165,1000
100.0,32572.13980671892,24.333333333333332,0.2740001678466797,1000
100.0,37180.16571174405,25.142857142857142,1.2429993152618408,1000
100.0,35110.56824956979,24.375,1.3090136051177979,1000
100.0,35175.39888430767,24.0,1.6830029487609863,1000
100.0,35119.63229551268,22.9,1.0789968967437744,6000
100.0,32955.61255503908,22.454545454545453,1.3569998741149902,6000
100.0,32553.534450965853,22.75,1.2910029888153076,6000
100.0,33402.274289753375,22.692307692307693,0.7490003108978271,6000
100.0,31573.94327238543,22.214285714285715,0.9880082607269287,6000
100.0,31182.183577034695,22.4,1.096555233001709,6000
100.0,30155.57826402993,22.4375,0.936039924621582,6000
100.0,32872.899606583705,22.352941176470587,1.1280436515808105,6000
100.0,32291.08148335119,21.88888888888889,0.9440176486968994,6000
100.0,33869.19217681775,21.94736842105263,1.5547046661376953,6000
100.0,32256.37350173119,21.94736842105263,0.2093064785003662,11000
100.0,31715.06143364725,21.75,1.1811575889587402,11000
100.0,30336.145719140848,21.75,0.2910611629486084,11000
100.0,29072.139647509986,21.75,0.20000600814819336,11000
100.0,28217.970404206375,21.476190476190474,1.1451079845428467,11000
100.0,27132.663850198438,21.476190476190474,0.2735590934753418,11000
100.0,26359.597882490023,21.045454545454547,1.0630276203155518,11000
100.0,26093.588376286007,21.217391304347824,1.770094633102417,11000
100.0,25940.14670807565,21.416666666666668,1.2185893058776855,11000
100.0,25075.47515113979,21.416666666666668,0.2030043601989746,11000
100.0,24644.02262816375,21.6,1.3066189289093018,16000
100.0,23873.89692103363,21.6,0.7430005073547363,16000
100.0,23150.445499184127,21.6,0.6119980812072754,16000
100.0,22469.55004332577,21.6,0.7120203971862793,16000
100.0,21827.562899230747,21.6,0.583035945892334,16000
100.0,21221.241707585446,21.6,0.42755866050720215,16000
100.0,22296.402168054876,21.807692307692307,1.8023126125335693,16000
100.0,22961.674662815687,21.925925925925927,1.2430734634399414,16000
100.0,23423.32798558338,22.0,1.1541242599487305,16000
100.0,24045.928122467878,22.0,1.2366461753845215,16000
100.0,31264.61469267215,21.9,0.8129994869232178,21000
100.0,30520.219104751384,21.9,0.2220010757446289,21000
100.0,31133.07536873054,22.032258064516128,1.0235660076141357,21000
100.0,31506.83853403727,22.34375,0.9050400257110596,21000
100.0,32705.26170346578,22.424242424242426,0.8060262203216553,21000
100.0,35573.33837599726,22.235294117647058,1.1465365886688232,21000
100.0,34816.45883608242,22.235294117647058,0.2860400676727295,21000
100.0,34281.934258143694,22.0,1.2400786876678467,21000
100.0,34120.51673667312,22.02777777777778,1.3570160865783691,21000
100.0,34051.11095738501,21.945945945945947,1.0809969902038574,21000
100.0,37799.50124613594,21.86842105263158,0.8980405330657959,26000
100.0,38332.32414644498,22.025641025641026,1.3060095310211182,26000
100.0,38795.32881764398,22.225,1.0097415447235107,26000
100.0,38076.89680250242,22.225,0.20958971977233887,26000
100.0,37859.98609618301,22.24390243902439,1.4498565196990967,26000
100.0,37707.90854857884,22.333333333333332,1.1167781352996826,26000
100.0,37258.086269525265,22.372093023255815,1.1823761463165283,26000
100.0,37403.83627855956,22.454545454545453,1.668583631515503,26000
100.0,36836.571362402006,22.22222222222222,0.7620363235473633,26000
100.0,36322.80003314288,21.869565217391305,0.8790266513824463,26000
100.0,36094.0734046955,22.04255319148936,1.2900731563568115,31000
100.0,35759.83131414965,22.145833333333332,1.2800309658050537,31000
100.0,35736.8277620957,22.142857142857142,1.3860280513763428,31000
100.0,36266.193331922186,22.04,1.0860421657562256,31000
100.0,35708.25189604646,22.04,0.23253726959228516,31000
100.0,70698.23252569683,22.176470588235293,1.8580975532531738,31000
100.0,70557.56185583278,22.096153846153847,1.2760963439941406,31000
100.0,69742.64755064812,21.962264150943398,0.9940481185913086,31000
100.0,68869.34184476045,21.88888888888889,1.173032283782959,31000
100.0,67885.49410412101,21.88888888888889,0.23600459098815918,31000
100.0,66929.36038434466,21.88888888888889,0.2415914535522461,36000
100.0,65999.78593456207,21.88888888888889,0.24736642837524414,36000
100.0,66137.84767932913,21.854545454545455,0.9302077293395996,36000
100.0,65772.23574210235,21.928571428571427,0.9587676525115967,36000
100.0,64895.27259887432,21.928571428571427,0.1979963779449463,36000
