Num Agents,Mean Gainz from Trade,Mean Percentage Trade,Run Time
100.0,0.0,,0.5750467777252197
100.0,0.0,,0.3920009136199951
100.0,0.0,,0.4520869255065918
100.0,41672.09496752817,22.0,2.5171847343444824
100.0,41843.200103261355,23.5,1.4110159873962402
100.0,34869.333419384464,23.5,0.4980635643005371
100.0,29888.00007375811,23.5,0.35199713706970215
100.0,29527.10541669422,20.666666666666668,1.6450328826904297
100.0,30712.855471363997,23.0,1.932204008102417
100.0,31920.27301335003,21.2,1.4530346393585205
100.0,31646.24878098839,21.166666666666668,1.9655799865722656
100.0,31716.63858341245,22.142857142857142,1.5965499877929688
100.0,40077.76278803474,23.5,2.300096273422241
100.0,37215.06544603226,23.5,0.2660083770751953
100.0,37477.21094587639,23.11111111111111,1.4496116638183594
101.0,36626.37068896945,22.978217821782177,1.3880810737609863
101.0,34471.87829550066,22.978217821782177,0.3390390872955322
101.0,32556.773945750625,22.978217821782177,0.3300008773803711
101.0,30985.415486455753,21.42934293429343,1.2266128063201904
101.0,30163.177503079758,21.623762376237625,1.528083324432373
101.0,28726.83571721882,21.623762376237625,0.3450469970703125
101.0,28524.140263218873,21.63594821020564,1.2450752258300781
101.0,27283.960251774573,21.63594821020564,0.2809927463531494
101.0,28900.868286220735,21.78783592644979,1.697561264038086
101.0,27744.833554771907,21.78783592644979,0.2990572452545166
101.0,26677.724571896062,21.78783592644979,0.3005642890930176
101.0,36269.75476944005,22.711551155115515,1.7205147743225098
101.0,34974.40638481719,22.711551155115515,0.36405515670776367
101.0,38200.191390202046,22.839108910891092,1.234018325805664
101.0,37825.54518944618,22.427489807804314,1.3310325145721436
102.0,36605.366312367274,22.427489807804314,0.2930479049682617
102.0,39349.51104943183,23.087836234603856,1.723111629486084
102.0,39605.0222152667,23.57547333680737,2.0526556968688965
102.0,38440.16862070003,23.57547333680737,0.44304943084716797
102.0,37341.87808868003,23.57547333680737,0.3540012836456299
102.0,37447.97191356062,23.27905261114347,1.5590436458587646
102.0,36707.08841602958,22.730750385962967,1.0910234451293945
102.0,36923.77576637288,22.544236776618842,1.4101030826568604
102.0,38975.35747155953,22.629696217703614,1.461106300354004
102.0,41465.90988304991,22.4629359994823,1.0981097221374512
102.0,40454.54622736577,22.4629359994823,0.32857847213745117
102.0,40512.51391989739,22.191869539895166,1.1330854892730713
102.0,40675.66377987688,22.356435643564357,1.7540380954742432
102.0,40548.96702052341,22.18201427985936,1.4590389728546143
102.0,39984.775387733745,21.91500956818371,1.159083604812622
103.0,39490.73815137838,21.761930898775297,1.361114501953125
103.0,38650.50968007246,21.761930898775297,0.2460770606994629
103.0,37845.290728404274,21.761930898775297,0.24499273300170898
103.0,37072.93785639602,21.761930898775297,0.24169087409973145
103.0,36331.4790992681,21.761930898775297,0.2369685173034668
103.0,45524.279630310295,21.877957150369518,1.7071833610534668
103.0,44890.66471299968,21.735949763433073,1.8951728343963623
103.0,44043.671039169494,21.735949763433073,0.3280022144317627
103.0,43228.0475014071,21.735949763433073,0.32803773880004883
103.0,42442.083001381514,21.735949763433073,0.37400269508361816
103.0,41684.18866207113,21.735949763433073,0.3625204563140869
103.0,41066.3563428822,21.269079974102496,1.2050457000732422
103.0,40496.09059933092,21.09528908344861,2.4051904678344727
103.0,39809.71618239311,21.09528908344861,0.33399128913879395
103.0,39541.78522047458,21.0173865204574,1.3415539264678955
104.0,40317.58037980048,20.91139525723554,1.7901360988616943
104.0,39667.29682528757,20.91139525723554,0.33057546615600586
