Num Agents,Mean Gainz from Trade,Mean Percentage Trade,Run Time,iterations
100.0,24351.76107805913,15.0,0.7398161888122559,1000
100.0,73717.13124228205,18.5,0.9597823619842529,1000
100.0,59819.47484936653,18.333333333333332,1.4480109214782715,1000
100.0,79411.46400562888,19.25,1.4485576152801514,1000
100.0,63529.1712045031,19.25,0.22008132934570312,1000
100.0,52940.976003752585,19.25,0.3160381317138672,1000
100.0,45377.97943178793,19.25,0.20399880409240723,1000
100.0,50664.984296502575,20.2,1.2881495952606201,1000
100.0,48779.55313014444,22.333333333333332,1.955601453781128,1000
100.0,45315.01389823064,22.428571428571427,2.073045253753662,1000
100.0,42030.42545825004,22.25,1.120636224746704,6000
100.0,40982.12690586384,23.0,1.6720592975616455,6000
100.0,40149.12251411818,23.2,1.4176490306854248,6000
100.0,39116.07999682574,23.09090909090909,1.2470355033874512,6000
100.0,37550.33446274265,22.333333333333332,0.9920251369476318,6000
100.0,37767.14066532257,23.615384615384617,1.2277088165283203,6000
100.0,40812.32685045645,24.428571428571427,1.3430371284484863,6000
100.0,39874.45460552178,24.533333333333335,1.6470532417297363,6000
100.0,37775.799099968004,24.533333333333335,0.2630002498626709,6000
100.0,40823.37830855924,25.0,1.3640458583831787,6000
100.0,38879.40791291356,25.0,0.2590479850769043,11000
100.0,41108.98999386237,24.941176470588236,1.2085533142089844,11000
100.0,42077.85991386614,25.5,1.631058931350708,11000
100.0,41474.265518641456,26.0,1.1390533447265625,11000
100.0,39815.294897895794,26.0,0.25202512741088867,11000
100.0,38915.95781521981,25.8,2.457045793533325,11000
100.0,44947.32447705737,26.476190476190474,1.9611034393310547,11000
100.0,43342.062888591034,26.476190476190474,0.28600001335144043,11000
100.0,41847.508995881,26.476190476190474,0.36103320121765137,11000
100.0,41537.74407728601,26.318181818181817,2.086052179336548,11000
100.0,40197.81684898647,26.318181818181817,0.3659994602203369,16000
100.0,38941.63507245564,26.318181818181817,0.24804472923278809,16000
100.0,41626.80421336986,26.434782608695652,1.196631669998169,16000
100.0,41994.79623490214,26.291666666666668,1.3150885105133057,16000
100.0,40794.94491390493,26.291666666666668,0.26199865341186523,16000
100.0,40386.30856555323,25.88,1.2870380878448486,16000
100.0,39294.78671243016,25.88,0.2630012035369873,16000
100.0,39537.90894580769,25.76923076923077,1.530076026916504,16000
100.0,39387.48752579217,25.925925925925927,1.350590467453003,16000
100.0,40016.492502702866,25.464285714285715,0.7930300235748291,16000
100.0,39552.11168066427,25.24137931034483,1.2370350360870361,21000
100.0,39473.66502375113,24.966666666666665,0.9256994724273682,21000
100.0,39406.777567146426,24.838709677419356,1.1555507183074951,21000
